B16004_001E,B16004_001EA,B16004_001M,B16004_001MA,B16004_002E,B16004_002EA,B16004_002M,B16004_002MA,B16004_003E,B16004_003EA,B16004_003M,B16004_003MA,B16004_004E,B16004_004EA,B16004_004M,B16004_004MA,B16004_005E,B16004_005EA,B16004_005M,B16004_005MA,B16004_006E,B16004_006EA,B16004_006M,B16004_006MA,B16004_007E,B16004_007EA,B16004_007M,B16004_007MA,B16004_008E,B16004_008EA,B16004_008M,B16004_008MA,B16004_009E,B16004_009EA,B16004_009M,B16004_009MA,B16004_010E,B16004_010EA,B16004_010M,B16004_010MA,B16004_011E,B16004_011EA,B16004_011M,B16004_011MA,B16004_012E,B16004_012EA,B16004_012M,B16004_012MA,B16004_013E,B16004_013EA,B16004_013M,B16004_013MA,B16004_014E,B16004_014EA,B16004_014M,B16004_014MA,B16004_015E,B16004_015EA,B16004_015M,B16004_015MA,B16004_016E,B16004_016EA,B16004_016M,B16004_016MA,B16004_017E,B16004_017EA,B16004_017M,B16004_017MA,B16004_018E,B16004_018EA,B16004_018M,B16004_018MA,B16004_019E,B16004_019EA,B16004_019M,B16004_019MA,B16004_020E,B16004_020EA,B16004_020M,B16004_020MA,B16004_021E,B16004_021EA,B16004_021M,B16004_021MA,B16004_022E,B16004_022EA,B16004_022M,B16004_022MA,B16004_023E,B16004_023EA,B16004_023M,B16004_023MA,B16004_024E,B16004_024EA,B16004_024M,B16004_024MA,B16004_025E,B16004_025EA,B16004_025M,B16004_025MA,B16004_026E,B16004_026EA,B16004_026M,B16004_026MA,B16004_027E,B16004_027EA,B16004_027M,B16004_027MA,B16004_028E,B16004_028EA,B16004_028M,B16004_028MA,B16004_029E,B16004_029EA,B16004_029M,B16004_029MA,B16004_030E,B16004_030EA,B16004_030M,B16004_030MA,B16004_031E,B16004_031EA,B16004_031M,B16004_031MA,B16004_032E,B16004_032EA,B16004_032M,B16004_032MA,B16004_033E,B16004_033EA,B16004_033M,B16004_033MA,B16004_034E,B16004_034EA,B16004_034M,B16004_034MA,B16004_035E,B16004_035EA,B16004_035M,B16004_035MA,B16004_036E,B16004_036EA,B16004_036M,B16004_036MA,B16004_037E,B16004_037EA,B16004_037M,B16004_037MA,B16004_038E,B16004_038EA,B16004_038M,B16004_038MA,B16004_039E,B16004_039EA,B16004_039M,B16004_039MA,B16004_040E,B16004_040EA,B16004_040M,B16004_040MA,B16004_041E,B16004_041EA,B16004_041M,B16004_041MA,B16004_042E,B16004_042EA,B16004_042M,B16004_042MA,B16004_043E,B16004_043EA,B16004_043M,B16004_043MA,B16004_044E,B16004_044EA,B16004_044M,B16004_044MA,B16004_045E,B16004_045EA,B16004_045M,B16004_045MA,B16004_046E,B16004_046EA,B16004_046M,B16004_046MA,B16004_047E,B16004_047EA,B16004_047M,B16004_047MA,B16004_048E,B16004_048EA,B16004_048M,B16004_048MA,B16004_049E,B16004_049EA,B16004_049M,B16004_049MA,B16004_050E,B16004_050EA,B16004_050M,B16004_050MA,B16004_051E,B16004_051EA,B16004_051M,B16004_051MA,B16004_052E,B16004_052EA,B16004_052M,B16004_052MA,B16004_053E,B16004_053EA,B16004_053M,B16004_053MA,B16004_054E,B16004_054EA,B16004_054M,B16004_054MA,B16004_055E,B16004_055EA,B16004_055M,B16004_055MA,B16004_056E,B16004_056EA,B16004_056M,B16004_056MA,B16004_057E,B16004_057EA,B16004_057M,B16004_057MA,B16004_058E,B16004_058EA,B16004_058M,B16004_058MA,B16004_059E,B16004_059EA,B16004_059M,B16004_059MA,B16004_060E,B16004_060EA,B16004_060M,B16004_060MA,B16004_061E,B16004_061EA,B16004_061M,B16004_061MA,B16004_062E,B16004_062EA,B16004_062M,B16004_062MA,B16004_063E,B16004_063EA,B16004_063M,B16004_063MA,B16004_064E,B16004_064EA,B16004_064M,B16004_064MA,B16004_065E,B16004_065EA,B16004_065M,B16004_065MA,B16004_066E,B16004_066EA,B16004_066M,B16004_066MA,B16004_067E,B16004_067EA,B16004_067M,B16004_067MA,GEO_ID,NAME,state,county,tract,block group
1349,,262,,122,,46,,122,,46,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1087,,249,,1060,,251,,6,,9,,6,,9,,0,,13,,0,,13,,0,,13,,10,,11,,10,,11,,0,,13,,0,,13,,0,,13,,11,,21,,11,,21,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,140,,64,,140,,64,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600407001,"Block Group 1, Census Tract 407, Richmond city, Virginia",51,760,40700,1
1174,,300,,25,,30,,0,,13,,25,,30,,6,,10,,19,,22,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,971,,297,,890,,298,,29,,36,,4,,7,,6,,10,,19,,31,,0,,13,,39,,40,,39,,40,,0,,13,,0,,13,,0,,13,,13,,20,,13,,20,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,178,,110,,175,,104,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,3,,8,,0,,13,,0,,13,,3,,8,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600407002,"Block Group 2, Census Tract 407, Richmond city, Virginia",51,760,40700,2
1392,,175,,70,,23,,60,,25,,10,,17,,10,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1134,,170,,1039,,171,,31,,29,,19,,21,,3,,4,,9,,17,,0,,13,,23,,28,,23,,28,,0,,13,,0,,13,,0,,13,,41,,40,,24,,29,,17,,25,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,188,,69,,141,,53,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,47,,36,,47,,36,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600408001,"Block Group 1, Census Tract 408, Richmond city, Virginia",51,760,40800,1
1140,,262,,107,,109,,107,,109,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,986,,196,,965,,195,,11,,11,,11,,11,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,10,,19,,10,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,47,,37,,47,,37,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600409001,"Block Group 1, Census Tract 409, Richmond city, Virginia",51,760,40900,1
1248,,305,,60,,51,,60,,51,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1086,,324,,1010,,314,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,38,,42,,10,,14,,28,,40,,0,,13,,0,,13,,5,,10,,5,,10,,0,,13,,0,,13,,0,,13,,33,,56,,10,,17,,23,,40,,0,,13,,0,,13,,102,,66,,102,,66,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600409002,"Block Group 2, Census Tract 409, Richmond city, Virginia",51,760,40900,2
1049,,265,,60,,35,,60,,35,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,820,,251,,781,,232,,23,,28,,23,,28,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,10,,16,,10,,16,,0,,13,,0,,13,,0,,13,,6,,10,,6,,10,,0,,13,,0,,13,,0,,13,,169,,71,,133,,58,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,18,,29,,0,,13,,18,,29,,0,,13,,0,,13,,517600410001,"Block Group 1, Census Tract 410, Richmond city, Virginia",51,760,41000,1
1235,,241,,81,,39,,80,,39,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1,,3,,1,,3,,0,,13,,0,,13,,0,,13,,1072,,242,,1055,,242,,4,,8,,4,,8,,0,,13,,0,,13,,0,,13,,11,,14,,11,,14,,0,,13,,0,,13,,0,,13,,2,,4,,2,,4,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,82,,41,,82,,41,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600410002,"Block Group 2, Census Tract 410, Richmond city, Virginia",51,760,41000,2
526,,175,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,471,,176,,434,,175,,12,,15,,12,,15,,0,,13,,0,,13,,0,,13,,8,,12,,8,,12,,0,,13,,0,,13,,0,,13,,11,,15,,11,,15,,0,,13,,0,,13,,0,,13,,6,,10,,6,,10,,0,,13,,0,,13,,0,,13,,55,,45,,55,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600411001,"Block Group 1, Census Tract 411, Richmond city, Virginia",51,760,41100,1
993,,277,,66,,81,,66,,81,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,730,,279,,730,,279,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,197,,92,,197,,92,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600204001,"Block Group 1, Census Tract 204, Richmond city, Virginia",51,760,20400,1
1384,,490,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1322,,488,,1293,,488,,21,,19,,21,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,9,,8,,9,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,62,,53,,62,,53,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,517600411002,"Block Group 2, Census Tract 411, Richmond city, Virginia",51,760,41100,2
1508,,384,,204,,111,,204,,111,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1141,,347,,846,,311,,124,,128,,96,,94,,0,,13,,28,,43,,0,,13,,112,,151,,0,,13,,112,,151,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,59,,88,,59,,88,,0,,13,,0,,13,,0,,13,,163,,112,,163,,112,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009211,"Block Group 1, Census Tract 1009.21, Chesterfield County, Virginia",51,41,100921,1
1432,,309,,298,,135,,258,,131,,15,,24,,15,,24,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,25,,39,,0,,13,,25,,39,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,766,,197,,563,,187,,135,,114,,20,,25,,115,,116,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,68,,66,,35,,40,,0,,13,,33,,35,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,368,,112,,368,,112,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009212,"Block Group 2, Census Tract 1009.21, Chesterfield County, Virginia",51,41,100921,2
720,,294,,44,,66,,44,,66,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,518,,249,,491,,249,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,27,,43,,0,,13,,27,,43,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,158,,92,,158,,92,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009213,"Block Group 3, Census Tract 1009.21, Chesterfield County, Virginia",51,41,100921,3
1919,,398,,404,,203,,380,,204,,14,,24,,14,,24,,0,,13,,0,,13,,0,,13,,10,,20,,10,,20,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1333,,282,,1156,,291,,31,,52,,15,,26,,0,,13,,0,,13,,16,,27,,80,,68,,66,,48,,14,,25,,0,,13,,0,,13,,66,,85,,45,,54,,21,,55,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,182,,85,,143,,75,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,39,,45,,14,,23,,0,,13,,0,,13,,25,,40,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009214,"Block Group 4, Census Tract 1009.21, Chesterfield County, Virginia",51,41,100921,4
2232,,468,,309,,121,,261,,121,,48,,70,,0,,13,,48,,70,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1650,,403,,1522,,395,,103,,101,,32,,52,,13,,22,,0,,13,,58,,85,,21,,23,,21,,23,,0,,13,,0,,13,,0,,13,,4,,9,,4,,9,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,273,,170,,272,,170,,1,,2,,0,,13,,0,,13,,1,,2,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009222,"Block Group 2, Census Tract 1009.22, Chesterfield County, Virginia",51,41,100922,2
867,,350,,123,,107,,50,,62,,61,,92,,61,,92,,0,,13,,0,,13,,0,,13,,12,,21,,12,,21,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,495,,227,,276,,173,,93,,72,,33,,30,,41,,41,,9,,15,,10,,16,,126,,133,,83,,83,,35,,56,,8,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,249,,168,,249,,168,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009223,"Block Group 3, Census Tract 1009.22, Chesterfield County, Virginia",51,41,100922,3
1151,,328,,195,,111,,157,,113,,27,,34,,22,,27,,5,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,11,,18,,11,,18,,0,,13,,0,,13,,0,,13,,643,,211,,550,,203,,76,,79,,43,,56,,5,,12,,28,,55,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,17,,31,,0,,13,,8,,15,,9,,16,,0,,13,,313,,230,,306,,235,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,7,,12,,0,,13,,7,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009232,"Block Group 2, Census Tract 1009.23, Chesterfield County, Virginia",51,41,100923,2
2335,,403,,425,,162,,425,,162,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1594,,285,,1257,,254,,102,,79,,75,,54,,27,,30,,0,,13,,0,,13,,77,,88,,67,,72,,0,,13,,0,,13,,10,,18,,158,,125,,140,,112,,0,,13,,18,,27,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,316,,133,,262,,113,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,54,,56,,42,,49,,12,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009241,"Block Group 1, Census Tract 1009.24, Chesterfield County, Virginia",51,41,100924,1
1464,,501,,284,,199,,284,,199,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,688,,306,,663,,304,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,13,,8,,13,,0,,13,,0,,13,,0,,13,,17,,30,,17,,30,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,492,,197,,492,,197,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009261,"Block Group 1, Census Tract 1009.26, Chesterfield County, Virginia",51,41,100926,1
1885,,394,,428,,193,,353,,172,,75,,94,,18,,27,,37,,57,,20,,32,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1073,,280,,899,,224,,112,,95,,75,,71,,37,,59,,0,,13,,0,,13,,62,,98,,62,,98,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,384,,161,,326,,144,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,58,,87,,58,,87,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009262,"Block Group 2, Census Tract 1009.26, Chesterfield County, Virginia",51,41,100926,2
1235,,723,,118,,55,,111,,53,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,7,,11,,7,,11,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,730,,489,,700,,492,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,30,,48,,30,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,387,,269,,279,,249,,15,,27,,0,,13,,15,,27,,0,,13,,0,,13,,93,,99,,93,,99,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009264,"Block Group 4, Census Tract 1009.26, Chesterfield County, Virginia",51,41,100926,4
2701,,567,,728,,211,,620,,200,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,90,,93,,42,,66,,48,,75,,0,,13,,0,,13,,18,,41,,18,,41,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1701,,447,,1325,,375,,191,,257,,191,,257,,0,,13,,0,,13,,0,,13,,77,,81,,37,,57,,40,,63,,0,,13,,0,,13,,105,,113,,36,,44,,69,,93,,0,,13,,0,,13,,3,,9,,3,,9,,0,,13,,0,,13,,0,,13,,272,,111,,238,,107,,15,,23,,15,,23,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,19,,31,,0,,13,,0,,13,,19,,31,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009281,"Block Group 1, Census Tract 1009.28, Chesterfield County, Virginia",51,41,100928,1
2371,,426,,382,,147,,318,,132,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,64,,71,,64,,71,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1066,,272,,903,,265,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,49,,76,,49,,76,,0,,13,,0,,13,,0,,13,,114,,87,,89,,78,,8,,19,,17,,26,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,923,,275,,914,,271,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,23,,0,,13,,9,,23,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009283,"Block Group 3, Census Tract 1009.28, Chesterfield County, Virginia",51,41,100928,3
1629,,321,,446,,169,,446,,169,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,958,,244,,851,,225,,11,,19,,0,,13,,0,,13,,0,,13,,11,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,96,,84,,9,,16,,87,,81,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,225,,120,,225,,120,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009293,"Block Group 3, Census Tract 1009.29, Chesterfield County, Virginia",51,41,100929,3
1260,,403,,412,,209,,266,,138,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,44,,72,,44,,72,,0,,13,,0,,13,,0,,13,,102,,143,,0,,13,,0,,13,,102,,143,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,757,,230,,528,,174,,36,,57,,36,,57,,0,,13,,0,,13,,0,,13,,90,,134,,66,,96,,0,,13,,24,,39,,0,,13,,103,,123,,16,,27,,0,,13,,87,,120,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,91,,67,,91,,67,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009294,"Block Group 4, Census Tract 1009.29, Chesterfield County, Virginia",51,41,100929,4
2510,,661,,799,,373,,772,,375,,27,,41,,27,,41,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1507,,340,,1469,,340,,30,,20,,22,,25,,8,,12,,0,,13,,0,,13,,8,,12,,8,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,204,,77,,152,,51,,44,,63,,25,,37,,0,,13,,19,,28,,0,,13,,8,,13,,0,,13,,8,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510411009302,"Block Group 2, Census Tract 1009.30, Chesterfield County, Virginia",51,41,100930,2
